gene	disease
GABRG2	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 74
GABRG2	Epilepsy, childhood absence 2
GAD1	Cerebral palsy, spastic quadriplegic, 1
GAL	Epilepsy, familial temporal lobe, 8
GALC	Galactosylceramide beta-galactosidase deficiency
GALE	UDPglucose-4-epimerase deficiency
GALK1	Deficiency of galactokinase
GALM	GALACTOSEMIA IV
GALNS	Mucopolysaccharidosis, MPS-IV-A
GALNT12	Colorectal cancer 1
GALNT2	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIt
GALNT3	Hyperphosphatemic familial tumoral calcinosis 1
GALT	Deficiency of UDPglucose-hexose-1-phosphate uridylyltransferase
GAMT	Deficiency of guanidinoacetate methyltransferase
GAN	Giant axonal neuropathy 1
GANAB	Polycystic kidney disease 3
GARS1	Charcot-Marie-Tooth disease type 2D
GARS1	Distal hereditary motor neuronopathy type 5
GAS2L2	CILIARY DYSKINESIA, PRIMARY, 41
GAS8	Ciliary dyskinesia, primary, 33
GATA1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis
GATA1	GATA-1-related thrombocytopenia with dyserythropoiesis
GATA1	Complete trisomy 21 syndrome
GATA1	Anemia without thromobocytopenia, X-linked
GATA2	Acute myeloid leukemia
GATA2	Acute myeloid leukemia
GATA2	Lymphedema, primary, with myelodysplasia
GATA2	Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency
GATA2	Myelodysplastic syndrome
GATA3	Hypoparathyroidism-deafness-renal disease syndrome
GATA4	Atrial septal defect 2
GATA4	Tetralogy of Fallot
GATA4	Atrioventricular septal defect 4
GATA4	Testicular anomalies with or without congenital heart disease
GATA4	Ventricular septal defect 1
GATA5	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5
GATA6	Atrioventricular septal defect 5
GATA6	Pancreatic agenesis and congenital heart disease
GATA6	Tetralogy of Fallot
GATA6	Atrial septal defect 9
GATA6	Conotruncal heart malformations
GATAD1	Cardiomyopathy, dilated, 2b
GATAD2B	Mental retardation, autosomal dominant 18
GATB	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 41
GATC	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 42
GATD3A	Anophthalmia-microphthalmia syndrome
GATM	Arginine:glycine amidinotransferase deficiency
GATM	Fanconi renotubular syndrome 1
GBA	Parkinson disease, late-onset
GBA	Subacute neuronopathic Gaucher's disease
GBA	Lewy body dementia
GBA	Gaucher disease type 3C
GBA	Gaucher disease, perinatal lethal
GBA	Acute neuronopathic Gaucher's disease
GBA	Gaucher's disease, type 1
GBA2	Spastic paraplegia 46, autosomal recessive
GBE1	Polyglucosan body disease, adult
GBE1	Glycogen storage disease, type IV
GCDH	Glutaric aciduria, type 1
GCH1	Dystonia 5
GCH1	GTP cyclohydrolase I deficiency
GCK	Diabetes mellitus type 2
GCK	Hyperinsulinism due to glucokinase deficiency
GCK	Permanent neonatal diabetes mellitus
GCK	Maturity-onset diabetes of the young, type 2
GCKR	Fasting plasma glucose level quantitative trait locus 5
GCLC	Gamma-glutamylcysteine synthetase deficiency, hemolytic anemia due to
GCLC	Myocardial infarction 1
GCLM	Myocardial infarction 1
GCM2	HYPOPARATHYROIDISM, FAMILIAL ISOLATED, 2
GCM2	Hyperparathyroidism 4
GCNT2	I blood group system
GCNT2	Cataract 13 with adult i phenotype
GCSH	Non-ketotic hyperglycinemia
GDAP1	Charcot-Marie-Tooth disease, type 4A
GDAP1	Charcot-Marie-Tooth disease, recessive intermediate A
GDAP1	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive
GDAP1	Charcot-Marie-Tooth disease type 2K
GDAP2	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 27
GDF1	Bilateral right-sidedness sequence
GDF1	Transposition of the great arteries, dextro-looped 3
GDF2	Telangiectasia, hereditary hemorrhagic, type 5
GDF3	Microphthalmia, isolated 7
GDF3	Microphthalmia, isolated, with coloboma 6
GDF3	Klippel-Feil syndrome 3, autosomal dominant
GDF5	Symphalangism, proximal, 1B
GDF5	Brachydactyly, type a1, c
GDF5	Brachydactyly type C
GDF5	Brachydactyly type A2
GDF5	Osteoarthritis of hip
GDF5	Grebe syndrome
GDF5	Fibular hypoplasia and complex brachydactyly
GDF5	Multiple synostoses syndrome 2
GDF5	Acromesomelic dysplasia, Hunter-Thompson type
GDF6	Leber congenital amaurosis 17
GDF6	Klippel-Feil syndrome 1, autosomal dominant
GDF6	Microphthalmia, isolated 4
GDF6	Microphthalmia, isolated, with coloboma 6
GDF6	MULTIPLE SYNOSTOSES SYNDROME 4
GDF9	PREMATURE OVARIAN FAILURE 14
GDI1	X-Linked Mental Retardation 41
GDNF	Pheochromocytoma
GDNF	Congenital central hypoventilation
GDNF	Hirschsprung disease 3
GEMIN2	Spinal muscular atrophy
GEMIN4	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES
GFAP	Alexander Disease
GFER	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay
GFI1	Neutropenia, nonimmune chronic idiopathic, of adults
GFI1	Severe congenital neutropenia 2, autosomal dominant
GFI1B	Platelet-type bleeding disorder 17
GFM1	Combined oxidative phosphorylation deficiency 1
GFM2	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 39
GFPT1	Congenital myasthenic syndrome 4C
GFPT1	Congenital myasthenic syndrome 12
GGCX	Vitamin K-dependent clotting factors, combined deficiency of, 1
GGCX	Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
GGT1	gamma-Glutamyltransferase deficiency
GH1	Isolated growth hormone deficiency type 1B
GH1	Autosomal dominant isolated somatotropin deficiency
GH1	Ateleiotic dwarfism
GH1	Short stature due to growth hormone qualitative anomaly
GHR	Familial hypercholesterolemia 1
GHR	Laron-type isolated somatotropin defect
GHR	Short stature, idiopathic, autosomal
GHRHR	Isolated growth hormone deficiency, type 4
GHRL	Obesity
GHSR	Short stature due to growth hormone secretagogue receptor deficiency
GIGYF2	Parkinson disease 11
GINS1	Combined immunodeficiency due to GINS1 deficiency
GIPC1	OCULOPHARYNGODISTAL MYOPATHY 2
GIPC3	Deafness, autosomal recessive 15
GJA1	Erythrokeratodermia variabilis et progressiva 3
GJA1	Atrioventricular septal defect 3
GJA1	Hypoplastic left heart syndrome 1
GJA1	Craniometaphyseal dysplasia, autosomal recessive
GJA1	Oculodentodigital dysplasia, autosomal recessive
GJA1	Oculodentodigital dysplasia
GJA1	Alopecia congenita keratosis palmoplantaris
GJA1	Syndactyly type 3
GJA3	Zonular pulverulent cataract 3
GJA5	Atrial fibrillation, familial, 11
GJA5	1q21.1 recurrent microdeletion
GJA5	Atrial standstill 1
GJA8	1q21.1 recurrent microdeletion
GJA8	Cataract 1
GJB1	X-linked hereditary motor and sensory neuropathy
GJB2	Mutilating keratoderma
GJB2	Palmoplantar keratoderma-deafness syndrome
GJB2	Deafness, autosomal recessive 1A
GJB2	Deafness, digenic, GJB2/GJB3
GJB2	Deafness, X-linked 2
GJB2	Keratitis-ichthyosis-deafness syndrome, autosomal dominant
GJB2	Hystrix-like ichthyosis with deafness
GJB2	Deafness, autosomal dominant 3a
GJB2	Knuckle pads, deafness AND leukonychia syndrome
GJB3	Deafness, autosomal dominant 2b
GJB3	Deafness, digenic, GJB2/GJB3
GJB3	Deafness, autosomal recessive 1A
GJB3	Erythrokeratodermia variabilis et progressiva 1
GJB4	Erythrokeratodermia variabilis et progressiva 2
GJB6	Deafness, autosomal recessive 1b
GJB6	Deafness, autosomal dominant 3b
GJB6	Deafness, autosomal recessive 1A
GJB6	Deafness, X-linked 2
GJB6	Hidrotic ectodermal dysplasia syndrome
GJC2	Leukodystrophy, hypomyelinating, 2
GJC2	Spastic paraplegia 44, autosomal recessive
GJC2	Lymphatic malformation 3
GK	Deficiency of glycerol kinase
GLA	Fabry disease
GLB1	GM1 gangliosidosis type 3
GLB1	Infantile GM1 gangliosidosis
GLB1	Mucopolysaccharidosis, MPS-IV-B
GLB1	GM1 gangliosidosis type 2
GLCCI1	Glucocorticoid therapy, response to
GLDC	Non-ketotic hyperglycinemia
GLDN	Lethal congenital contracture syndrome 11
GLE1	Lethal arthrogryposis with anterior horn cell disease
GLE1	Lethal congenital contracture syndrome 1
GLI1	Polydactyly, preaxial I
GLI1	POLYDACTYLY, POSTAXIAL, TYPE A8
GLI2	Holoprosencephaly 9
GLI2	Culler-Jones syndrome
GLI3	Hamartoma of hypothalamus
GLI3	Postaxial polydactyly type A1
GLI3	Greig cephalopolysyndactyly syndrome
GLI3	Pallister-Hall syndrome
GLI3	Preaxial polydactyly 4
GLIS2	Nephronophthisis 7
GLIS3	Diabetes mellitus, neonatal, with congenital hypothyroidism
GLMN	Glomuvenous malformations
GLRA1	Hyperekplexia 1
GLRB	Hyperekplexia 2
GLRX5	Sideroblastic anemia 3, pyridoxine-refractory
GLRX5	Spasticity, childhood-onset, with hyperglycinemia
GLS	GLOBAL DEVELOPMENTAL DELAY, PROGRESSIVE ATAXIA, AND ELEVATED GLUTAMINE
GLS	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 71
GLS	INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT
GLUD1	Hyperinsulinism-hyperammonemia syndrome
GLUD2	Parkinson disease, late-onset
GLUL	Congenital brain dysgenesis due to glutamine synthetase deficiency
GLYCTK	Deficiency of glycerate kinase
GM2A	Tay-Sachs disease, variant AB
GMNN	Meier-gorlin syndrome 6
GMPPA	Alacrima, achalasia, and mental retardation syndrome
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 14
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 14
GMPPB	Muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 14
GNA11	Hypocalciuric hypercalcemia, familial, type II
GNA11	Hypocalcemia, autosomal dominant 2
GNAI2	Familial ventricular tachycardia
GNAI3	Auriculocondylar syndrome 1
GNAL	Dystonia 25
GNAO1	Early infantile epileptic encephalopathy 17
GNAO1	Neurodevelopmental disorder with involuntary movements
GNAQ	Sturge-Weber syndrome
GNAQ	Capillary malformation
GNAS	PITUITARY ADENOMA 3, MULTIPLE TYPES
GNAS	Pseudopseudohypoparathyroidism
GNAS	Pseudohypoparathyroidism type 1C
GNAS	Cushing's syndrome
GNAS	McCune-Albright syndrome
GNAS	Pseudohypoparathyroidism type 1B
GNAS	Progressive osseous heteroplasia
GNAS	Pseudohypoparathyroidism
GNAS-AS1	Pseudohypoparathyroidism type 1B
GNAT1	Congenital stationary night blindness, autosomal dominant 3
GNAT1	Night blindness, congenital stationary, type 1g
GNAT2	Achromatopsia 4
GNB1	Mental retardation, autosomal dominant 42
GNB1	Acute lymphoid leukemia
GNB3	Night blindness, congenital stationary, type 1h
GNB3	Essential hypertension
GNB4	Charcot-Marie-Tooth disease, dominant intermediate F
GNB5	Language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia
GNB5	Intellectual developmental disorder with cardiac arrhythmia
GNE	Sialuria
GNE	GNE myopathy
GNMT	Glycine N-methyltransferase deficiency
GNPAT	Rhizomelic chondrodysplasia punctata type 2
GNPTAB	Mucolipidosis type II
GNPTAB	Pseudo-Hurler polydystrophy
GNPTG	Mucolipidosis type III gamma
GNRH1	Hypogonadotropic hypogonadism 12 with or without anosmia
GNRH1	Hypogonadotropic hypogonadism 7 with or without anosmia
GNRHR	Hypogonadotropic hypogonadism 7 with or without anosmia
GNS	Mucopolysaccharidosis, MPS-III-D
GORAB	Geroderma osteodysplastica
GOSR2	Epilepsy, progressive myoclonic 6
GOT1	Aspartate aminotransferase, serum level of, quantitative trait locus 1
GOT2	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 82
GP1BA	Bernard Soulier syndrome
GP1BA	Bernard-Soulier syndrome, type A2, autosomal dominant
GP1BA	Pseudo von Willebrand disease
GP1BA	Nonarteritic anterior ischemic optic neuropathy, susceptibility to
GP1BB	Bernard Soulier syndrome
GP6	Platelet-type bleeding disorder 11
GP9	Bernard Soulier syndrome
GPAA1	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 15
GPC3	Wilms tumor 1
GPC3	Simpson-Golabi-Behmel syndrome
GPC4	Simpson-Golabi-Behmel syndrome
GPC4	Keipert syndrome
GPC4	Wilms tumor 1
GPC6	Autosomal recessive omodysplasia
GPD1	Hypertriglyceridemia, transient infantile
GPD1L	Brugada syndrome 2
GPD2	Diabetes mellitus type 2
GPHN	Hyperekplexia 1
GPHN	Molybdenum cofactor deficiency, complementation group C
GPI	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency
GPIHBP1	Hyperlipoproteinemia, type ID
GPNMB	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3
GPR101	Chromosome Xq26.3 duplication syndrome
GPR101	Pituitary adenoma, growth hormone-secreting, 2
GPR143	Ocular albinism, type I
GPR143	Nystagmus 6, congenital, X-linked
GPR179	Congenital stationary night blindness, type 1E
GPR68	Amelogenesis imperfecta, hypomaturation type IIA6
GPR88	Chorea, childhood-onset, with psychomotor retardation
GPRASP2	X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome
GPSM2	Chudley-McCullough syndrome
GPT2	Mental retardation, autosomal recessive 49
GPX1	Glutathione peroxidase deficiency
GPX4	Spondylometaphyseal dysplasia, Sedaghatian type
GRAP	DEAFNESS, AUTOSOMAL RECESSIVE 114
GREB1L	Renal hypodysplasia/aplasia 3
GREM2	Tooth agenesis, selective, 9
GRHL2	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 4
GRHL2	Deafness, autosomal dominant 28
GRHL2	Ectodermal dysplasia/short stature syndrome
GRHL3	Van der Woude syndrome 2
GRHPR	Primary hyperoxaluria, type II
GRIA2	NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES
GRIA3	Mental retardation, X-linked, syndromic, wu type
GRIA4	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES
GRID2	Spinocerebellar ataxia, autosomal recessive 18
GRIK2	Mental retardation, autosomal recessive 6
GRIN1	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant
GRIN1	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE
GRIN2A	Epilepsy, focal, with speech disorder and with or without mental retardation
GRIN2B	Epileptic encephalopathy, early infantile, 27
GRIN2B	Mental retardation, autosomal dominant 6
GRIN2D	Epileptic encephalopathy, early infantile, 46
GRIP1	FRASER SYNDROME 3
GRK1	Oguchi disease 2
GRM1	SPINOCEREBELLAR ATAXIA 44
GRM1	Spinocerebellar ataxia, autosomal recessive 13
GRM6	Congenital stationary night blindness, type 1B
GRM7	NEURODEVELOPMENTAL DISORDER WITH SEIZURES, HYPOTONIA, AND BRAIN IMAGING ABNORMALITIES
GRN	Ceroid lipofuscinosis, neuronal, 11
GRN	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions
GRXCR1	Deafness, autosomal recessive 25
GRXCR2	Deafness, autosomal recessive 101
GSC	Short stature, auditory canal atresia, mandibular hypoplasia, and skeletal abnormalities
GSDME	Deafness, autosomal dominant 5
GSN	Meretoja syndrome
GSR	HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY
GSS	Gluthathione synthetase deficiency
GSS	Glutathione synthetase deficiency of erythrocytes, hemolytic anemia due to
GSTZ1	MALEYLACETOACETATE ISOMERASE DEFICIENCY
GSX2	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2
GTF2E2	Trichothiodystrophy 6, nonphotosensitive
GTF2H5	Trichothiodystrophy 3, photosensitive
GTPBP2	JABERI-ELAHI SYNDROME
GTPBP3	Combined oxidative phosphorylation deficiency 23
GUCA1A	Cone dystrophy 3
GUCA1B	Retinitis pigmentosa 48
GUCY1A1	Moyamoya disease 6 with achalasia
GUCY2C	Diarrhea 6
GUCY2C	Meconium ileus
GUCY2D	Leber congenital amaurosis 1
GUCY2D	Choroidal dystrophy, central areolar 1
GUCY2D	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE1I
GUCY2D	Cone-rod dystrophy 6
GUF1	Epileptic encephalopathy, early infantile, 40
GUSB	Mucopolysaccharidosis type 7
GYG1	Glycogen storage disease XV
GYG1	Polyglucosan body myopathy 2
GYPA	BLOOD GROUP, MN
GYPA	Susceptibility to malaria
GYPB	Susceptibility to malaria
GYPB	BLOOD GROUP, Ss
GYPC	Susceptibility to malaria
GYPC	Blood group, Gerbich system
GYS1	Glycogen storage disease 0, muscle
GYS2	Glycogen storage disease due to hepatic glycogen synthase deficiency
GZF1	JOINT LAXITY, SHORT STATURE, AND MYOPIA
H1-4	RAHMAN SYNDROME
H19	Wilms tumor 1
H19-ICR	Russell-Silver syndrome
H19-ICR	Wilms tumor 2
H19-ICR	Beckwith-Wiedemann syndrome
H3C2	Hematologic neoplasm
H6PD	Cortisone reductase deficiency 1
HAAO	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1
HABP2	Thyroid cancer, nonmedullary, 5
HABP2	Venous thrombosis
HACE1	Spastic paraplegia and psychomotor retardation with or without seizures
HADH	Deficiency of 3-hydroxyacyl-CoA dehydrogenase
HADH	Hyperinsulinemic hypoglycemia, familial, 4
HADHA	Mitochondrial trifunctional protein deficiency
HADHA	Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency
HADHB	Mitochondrial trifunctional protein deficiency
HAGH	Hydroxyacyl glutathione hydrolase deficiency
HAL	Histidinemia
HAMP	Hemochromatosis type 2B
HARS1	Charcot-Marie-Tooth disease, axonal, type 2w
HARS1	Usher syndrome, type 3B
HARS2	Perrault syndrome 2
HAVCR2	Subcutaneous panniculitis-like T-cell lymphoma
HAX1	Severe congenital neutropenia 3, autosomal recessive
HBA1	METHEMOGLOBINEMIA, ALPHA TYPE
HBA1	Heinz body anemia
HBA1	Heinz body anemia
HBA1	ERYTHROCYTOSIS, FAMILIAL, 7
HBA1	Hemoglobin H disease
HBA1	alpha Thalassemia
HBA2	alpha Thalassemia
HBA2	Hemoglobin H disease
HBA2	ERYTHROCYTOSIS, FAMILIAL, 7
HBA2	Heinz body anemia
HBA2	Heinz body anemia
HBB	Heinz body anemia
HBB	Heinz body anemia
HBB	Erythrocytosis 6, familial
HBB	Methemoglobinemia, beta-globin type
HBB	alpha Thalassemia
HBB	beta Thalassemia
HBB	Hb SS disease
HBB	Fetal hemoglobin quantitative trait locus 1
HBB	Beta-thalassemia, dominant inclusion body type
HBB	Susceptibility to malaria
HBB-LCR	beta Thalassemia
HBG1	Fetal hemoglobin quantitative trait locus 1
HBG2	Fetal hemoglobin quantitative trait locus 1
HBG2	Cyanosis, transient neonatal
HCCS	Linear skin defects with multiple congenital anomalies 1
HCFC1	Disorders of Intracellular Cobalamin Metabolism
HCFC1	Mental retardation 3, X-linked
HCN1	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 10
HCN1	Epileptic encephalopathy, early infantile, 24
HCN4	Brugada syndrome 8
HCN4	Sick sinus syndrome 2, autosomal dominant
HCRT	Narcolepsy 1
HDAC4	Chromosome 2q37 deletion syndrome
HDAC6	Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia
HDAC8	Cornelia de Lange syndrome 5
HDAC8	De Lange syndrome
HDC	Tourette Syndrome
HECW2	Neurodevelopmental disorder with hypotonia, seizures, and absent language
HELLS	Immunodeficiency-centromeric instability-facial anomalies syndrome 4
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts 2a
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts 1
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts 2b, remitting, with or without mental retardation
HEPHL1	Pili torti-developmental delay-neurological abnormalities syndrome
HERC1	Macrocephaly, dysmorphic facies, and psychomotor retardation
HERC2	Mental retardation, autosomal recessive 38
HERC2	Prader-Willi syndrome
HERC2	Skin/hair/eye pigmentation, variation in, 1
HES7	Jarcho-Levin syndrome
HES7	Spondylocostal dysostosis 4, autosomal recessive
HESX1	Septo-optic dysplasia sequence
HESX1	Anophthalmia-microphthalmia syndrome
HEXA	Tay-Sachs disease
HEXB	Sandhoff disease
HFE	Variegate porphyria
HFE	Transferrin serum level quantitative trait locus 2
HFE	Microvascular complications of diabetes 7
HFE	Familial porphyria cutanea tarda
HFE	Hemochromatosis type 1
HFE	Alzheimer disease
HFM1	Premature ovarian failure 9
HGD	Alkaptonuria
HGF	Deafness, autosomal recessive 39
HGSNAT	Mucopolysaccharidosis, MPS-III-C
HGSNAT	Retinitis pigmentosa 73
HIBCH	Beta-hydroxyisobutyryl-CoA deacylase deficiency
HIKESHI	Leukodystrophy, hypomyelinating, 13
HINT1	Autosomal recessive axonal neuropathy with neuromyotonia
HIVEP2	Mental retardation, autosomal dominant 43
HJV	Hemochromatosis type 2A
HK1	NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES
HK1	Hemolytic anemia due to hexokinase deficiency
HK1	Retinitis pigmentosa 79
HK1	Neuropathy, hereditary motor and sensory, Russe type
HLA-A	Susceptibility to severe cutaneous adverse reaction
HLA-A	Carbamazepine response
HLA-B	Carbamazepine response
HLA-B	Susceptibility to severe cutaneous adverse reaction
HLA-B	Abacavir hypersensitivity
HLA-B	Allopurinol response
HLA-B	Carbamazepine hypersensitivity
HLA-B	Ankylosing spondylitis
HLA-C	Psoriasis susceptibility 1
HLA-C	Human immunodeficiency virus type 1, susceptibility to
HLA-DQB1	Multiple sclerosis susceptibility
HLA-DQB1	Jakob-Creutzfeldt disease
HLA-DRB1	Multiple sclerosis susceptibility
HLA-DRB1	Sarcoidosis 1
HLA-G	Asthma, susceptibility to
HLCS	Holocarboxylase synthetase deficiency
HMBS	Acute intermittent porphyria
HMCN1	Age-related macular degeneration 1
