gene,text
FGA,"Familial visceral amyloidosis, Ostertag type"
FGA,"Dysfibrinogenemia, congenital"
FGA,"Afibrinogenemia, congenital"
FGB,"Afibrinogenemia, congenital"
FGB,"Dysfibrinogenemia, congenital"
FGD1,Aarskog syndrome
FGD4,"Charcot-Marie-Tooth disease, type 4H"
FGF10,Levy-Hollister syndrome
FGF10,Congenital absence of salivary gland
FGF12,"Epileptic encephalopathy, early infantile, 47"
FGF14,Spinocerebellar ataxia type 27
FGF16,Metacarpal 4-5 fusion
FGF17,Hypogonadotropic hypogonadism 20 with or without anosmia
FGF17,Hypogonadotropic hypogonadism 7 with or without anosmia
FGF20,Renal hypodysplasia/aplasia 2
FGF23,Autosomal dominant hypophosphatemic rickets
FGF23,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2"
FGF3,Deafness with labyrinthine aplasia microtia and microdontia (LAMM)
FGF5,Trichomegaly
FGF8,Hypogonadotropic hypogonadism 6 with or without anosmia
FGF9,Multiple synostoses syndrome 3
FGFR1,Hartsfield syndrome
FGFR1,Trigonocephaly 1
FGFR1,Hypogonadotropic hypogonadism 2 with or without anosmia
FGFR1,Encephalocraniocutaneous lipomatosis
FGFR1,Pfeiffer syndrome
FGFR1,Jackson-Weiss syndrome
FGFR1,Osteoglophonic dysplasia
FGFR2,Saethre-Chotzen syndrome
FGFR2,Levy-Hollister syndrome
FGFR2,Crouzon syndrome
FGFR2,Neoplasm of stomach
FGFR2,Jackson-Weiss syndrome
FGFR2,Pfeiffer syndrome
FGFR2,Bent bone dysplasia syndrome
FGFR2,Acrocephalosyndactyly type I
FGFR2,"Scaphocephaly, maxillary retrusion, and mental retardation"
FGFR2,Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis
FGFR2,Beare-Stevenson cutis gyrata syndrome
FGFR2,Isolated coronal synostosis
FGFR3,Isolated coronal synostosis
FGFR3,Colorectal cancer
FGFR3,Urinary bladder cancer
FGFR3,Malignant tumor of testis
FGFR3,"Thanatophoric dysplasia, type 2"
FGFR3,Carcinoma of cervix
FGFR3,Crouzon syndrome with acanthosis nigricans
FGFR3,Hypochondroplasia
FGFR3,Severe achondroplasia with developmental delay and acanthosis nigricans
FGFR3,Levy-Hollister syndrome
FGFR3,Camptodactyly-tall stature-scoliosis-hearing loss syndrome
FGFR3,Epidermal nevus
FGFR3,Achondroplasia
FGFR3,Muenke syndrome
FGFR3,Thanatophoric dysplasia type 1
FGFRL1,4p partial monosomy syndrome
FGG,"Dysfibrinogenemia, congenital"
FGG,"Afibrinogenemia, congenital"
FH,Hereditary leiomyomatosis and renal cell cancer
FH,Fumarase deficiency
FHL1,"Myopathy, reducing body, X-linked, early-onset, severe"
FHL1,"Scapuloperoneal myopathy, X-linked dominant"
FHL1,Uruguay faciocardiomusculoskeletal syndrome
FHL1,"Myopathy with postural muscle atrophy, X-linked"
FHL1,"Myopathy, reducing body, X-linked, childhood-onset"
FIBP,Thauvin-Robinet-Faivre syndrome
FIG4,"Polymicrogyria, bilateral temporooccipital"
FIG4,"Charcot-Marie-Tooth disease, type 4J"
FIG4,Amyotrophic lateral sclerosis type 11
FIG4,Yunis-Varon syndrome
FIGLA,Premature ovarian failure 6
FITM2,SIDDIQI SYNDROME
FKBP10,Bruck syndrome 1
FKBP10,"Osteogenesis imperfecta, type XI"
FKBP14,"Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss"
FKBP5,Major depressive disorder
FKRP,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1"
FKRP,Congenital muscular dystrophy-dystroglycanopathy (with or without mental retardation) type B5
FKRP,Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A5
FKRP,"Limb-girdle muscular dystrophy-dystroglycanopathy, type C5"
FKTN,Fukuyama congenital muscular dystrophy
FKTN,Dilated cardiomyopathy 1X
FKTN,Primary dilated cardiomyopathy
FKTN,"Congenital muscular dystrophy-dystroglycanopathy without mental retardation, type B4"
FKTN,"Limb-girdle muscular dystrophy-dystroglycanopathy, type C4"
FKTN,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1"
FLAD1,Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency
FLCN,Multiple fibrofolliculomas
FLCN,Colorectal cancer
FLCN,"Renal cell carcinoma, nonpapillary"
FLCN,"Pneumothorax, primary spontaneous"
FLCN,Potocki-Lupski syndrome
FLG,Ichthyosis vulgaris
FLG,"Dermatitis, atopic, 2"
FLG2,Peeling skin syndrome 6
FLI1,"Bleeding disorder, platelet-type, 21"
FLNA,"Intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked"
FLNA,Periventricular nodular heterotopia 1
FLNA,Frontometaphyseal dysplasia 1
FLNA,"Cardiac valvular dysplasia, X-linked"
FLNA,FG syndrome 2
FLNA,Melnick-Needles syndrome
FLNA,Terminal osseous dysplasia
FLNA,"Oto-palato-digital syndrome, type I"
FLNA,"Oto-palato-digital syndrome, type II"
FLNB,Spondylocarpotarsal synostosis syndrome
FLNB,Boomerang dysplasia
FLNB,Atelosteogenesis type III
FLNB,Atelosteogenesis type 1
FLNB,"Larsen syndrome, dominant type"
FLNC,"Myopathy, distal, 4"
FLNC,"Cardiomyopathy, familial hypertrophic, 26"
FLNC,"Myofibrillar myopathy, filamin C-related"
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia
FLT3,Acute lymphoid leukemia
FLT3,Acute myeloid leukemia
FLT3,Acute myeloid leukemia
FLT4,Hereditary lymphedema type I
FLT4,"Hemangioma, capillary infantile"
FLT4,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 7"
FLVCR1,Posterior column ataxia-retinitis pigmentosa syndrome
FLVCR2,Proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome
FMN2,"Mental retardation, autosomal recessive 47"
FMO3,Trimethylaminuria
FMO3,Trimethylaminuria
FMR1,Fragile X syndrome
FMR1,Fragile X tremor/ataxia syndrome
FMR1,Premature ovarian failure 1
FN1,Glomerulopathy with fibronectin deposits 2
FN1,Spondylometaphyseal dysplasia - Sutcliffe type
FOLR1,Cerebral folate deficiency
FOXC1,Axenfeld-Rieger syndrome type 3
FOXC1,Anterior segment dysgenesis 3
FOXC2,Distichiasis-lymphedema syndrome
FOXD3,Autoimmune disease 1
FOXE1,Bamforth-Lazarus syndrome
FOXE1,"Thyroid cancer, nonmedullary, 4"
FOXE3,"Aortic aneurysm, familial thoracic 11, susceptibility to"
FOXE3,"Cataract 34, multiple types"
FOXE3,Congenital primary aphakia
FOXF1,Persistent fetal circulation syndrome
FOXG1,"Rett syndrome, congenital variant"
FOXH1,Holoprosencephaly sequence
FOXI1,Pendred syndrome
FOXI1,Enlarged vestibular aqueduct
FOXJ1,"CILIARY DYSKINESIA, PRIMARY, 43"
FOXL2,Premature ovarian failure 3
FOXL2,"Blepharophimosis, ptosis, and epicanthus inversus"
FOXN1,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy"
FOXN1,"T-CELL LYMPHOPENIA, INFANTILE, WITH OR WITHOUT NAIL DYSTROPHY, AUTOSOMAL DOMINANT"
FOXO1,Alveolar rhabdomyosarcoma (disease)
FOXP1,Mental retardation with language impairment and with or without autistic features
FOXP2,Speech-language disorder 1
FOXP3,Insulin-dependent diabetes mellitus secretory diarrhea syndrome
FOXRED1,"Mitochondrial complex 1 deficiency, nuclear type 19"
FRA16E,"Chromosome 16p12.1 deletion syndrome, 520kb"
FRAS1,Fraser syndrome 1
FREM1,BNAR syndrome
FREM1,Oculotrichoanal syndrome
FREM1,Trigonocephaly 2
FREM2,FRASER SYNDROME 2
FREM2,"Cryptophthalmos, unilateral or bilateral, isolated"
FRG1,Facioscapulohumeral muscular dystrophy 1a
FRMD4A,"Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia"
FRMD7,"Infantile nystagmus, X-linked"
FRMPD4,"Mental retardation, X-linked 104"
FRRS1L,"Epileptic encephalopathy, early infantile, 37"
FRZB,Osteoarthritis
FSCN2,Retinitis pigmentosa 30
FSHB,Hypogonadotropic hypogonadism 24 without anosmia
FSHR,Ovarian dysgenesis 1
FSHR,Ovarian hyperstimulation syndrome
FSHR,Dizygotic twins
FSIP2,SPERMATOGENIC FAILURE 34
FTCD,GLUTAMATE FORMIMINOTRANSFERASE DEFICIENCY
FTH1,Hemochromatosis type 5
FTL,L-ferritin deficiency
FTL,Hereditary hyperferritinemia with congenital cataracts
FTL,Neuroferritinopathy
FTO,"Growth retardation, developmental delay, coarse facies, and early death"
FTO,Body mass index quantitative trait locus 14
FTSJ1,"Mental retardation 9, X-linked"
FUCA1,Fucosidosis
FUS,"Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia"
FUS,"Tremor, hereditary essential, 4"
FUT1,Bombay phenotype
FUT2,Bombay phenotype
FUT2,Vitamin b12 plasma level quantitative trait locus 1
FUT3,"BLOOD GROUP, LEWIS SYSTEM"
FUT6,Fucosyltransferase 6 deficiency
FUT8,Congenital disorder of glycosylation with defective fucosylation 1
FUZ,Neural tube defect
FXN,Friedreich ataxia 1
FXR1,"MYOPATHY, CONGENITAL, WITH RESPIRATORY INSUFFICIENCY AND BONE FRACTURES"
FXR1,"MYOPATHY, CONGENITAL PROXIMAL, WITH MINICORE LESIONS"
FXYD2,Renal hypomagnesemia 2
FYB1,Thrombocytopenia 3
FYCO1,Cataract 18
FZD2,Autosomal dominant omodysplasia
FZD4,Exudative vitreoretinopathy 1
FZD6,"Nail disorder, nonsyndromic congenital, 1"
G6PC,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA
G6PC3,"Severe congenital neutropenia 4, autosomal recessive"
G6PD,Chlorpropamide response
G6PD,Glyburide response
G6PD,Glipizide response
G6PD,Pegloticase response
G6PD,Tolbutamide response
G6PD,Glimepiride response
G6PD,Tafenoquine response
G6PD,Susceptibility to malaria
G6PD,Rasburicase response
G6PD,"Anemia, nonspherocytic hemolytic, due to G6PD deficiency"
GAA,"Glycogen storage disease, type II"
GAB1,"Deafness, autosomal recessive 26"
GABBR2,Early infantile epileptic encephalopathy 59
GABBR2,NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS
GABBR2,"Tobacco addiction, susceptibility to"
GABRA1,"Epilepsy, juvenile myoclonic 5"
GABRA1,"Epileptic encephalopathy, early infantile, 19"
GABRA2,Alcohol dependence
GABRA2,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 78"
GABRA5,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 79"
GABRB1,"Epileptic encephalopathy, early infantile, 45"
GABRB2,"Epileptic encephalopathy, infantile or early childhood 2"
GABRB3,"Epilepsy, childhood absence 5"
GABRB3,"Epileptic encephalopathy, early infantile, 43"
GABRD,"Epilepsy, idiopathic generalized 10"
GABRG2,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 74"
GABRG2,"Epilepsy, childhood absence 2"
GAD1,"Cerebral palsy, spastic quadriplegic, 1"
GAL,"Epilepsy, familial temporal lobe, 8"
GALC,Galactosylceramide beta-galactosidase deficiency
GALE,UDPglucose-4-epimerase deficiency
GALK1,Deficiency of galactokinase
GALM,GALACTOSEMIA IV
GALNS,"Mucopolysaccharidosis, MPS-IV-A"
GALNT12,Colorectal cancer 1
GALNT2,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIt"
GALNT3,Hyperphosphatemic familial tumoral calcinosis 1
GALT,Deficiency of UDPglucose-hexose-1-phosphate uridylyltransferase
GAMT,Deficiency of guanidinoacetate methyltransferase
GAN,Giant axonal neuropathy 1
GANAB,Polycystic kidney disease 3
GARS1,Charcot-Marie-Tooth disease type 2D
GARS1,Distal hereditary motor neuronopathy type 5
GAS2L2,"CILIARY DYSKINESIA, PRIMARY, 41"
GAS8,"Ciliary dyskinesia, primary, 33"
GATA1,"Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis"
GATA1,GATA-1-related thrombocytopenia with dyserythropoiesis
GATA1,Complete trisomy 21 syndrome
GATA1,"Anemia without thromobocytopenia, X-linked"
GATA2,Acute myeloid leukemia
GATA2,Acute myeloid leukemia
GATA2,"Lymphedema, primary, with myelodysplasia"
GATA2,"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency"
GATA2,Myelodysplastic syndrome
GATA3,Hypoparathyroidism-deafness-renal disease syndrome
GATA4,Atrial septal defect 2
GATA4,Tetralogy of Fallot
GATA4,Atrioventricular septal defect 4
GATA4,Testicular anomalies with or without congenital heart disease
GATA4,Ventricular septal defect 1
GATA5,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5"
GATA6,Atrioventricular septal defect 5
GATA6,Pancreatic agenesis and congenital heart disease
GATA6,Tetralogy of Fallot
GATA6,Atrial septal defect 9
GATA6,Conotruncal heart malformations
GATAD1,"Cardiomyopathy, dilated, 2b"
GATAD2B,"Mental retardation, autosomal dominant 18"
GATB,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 41
GATC,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 42
GATD3A,Anophthalmia-microphthalmia syndrome
GATM,Arginine:glycine amidinotransferase deficiency
GATM,Fanconi renotubular syndrome 1
GBA,"Parkinson disease, late-onset"
GBA,Subacute neuronopathic Gaucher's disease
GBA,Lewy body dementia
GBA,Gaucher disease type 3C
GBA,"Gaucher disease, perinatal lethal"
GBA,Acute neuronopathic Gaucher's disease
GBA,"Gaucher's disease, type 1"
GBA2,"Spastic paraplegia 46, autosomal recessive"
GBE1,"Polyglucosan body disease, adult"
GBE1,"Glycogen storage disease, type IV"
GCDH,"Glutaric aciduria, type 1"
GCH1,Dystonia 5
GCH1,GTP cyclohydrolase I deficiency
GCK,Diabetes mellitus type 2
GCK,Hyperinsulinism due to glucokinase deficiency
GCK,Permanent neonatal diabetes mellitus
GCK,"Maturity-onset diabetes of the young, type 2"
GCKR,Fasting plasma glucose level quantitative trait locus 5
GCLC,"Gamma-glutamylcysteine synthetase deficiency, hemolytic anemia due to"
GCLC,Myocardial infarction 1
GCLM,Myocardial infarction 1
GCM2,"HYPOPARATHYROIDISM, FAMILIAL ISOLATED, 2"
GCM2,Hyperparathyroidism 4
GCNT2,I blood group system
GCNT2,Cataract 13 with adult i phenotype
GCSH,Non-ketotic hyperglycinemia
GDAP1,"Charcot-Marie-Tooth disease, type 4A"
GDAP1,"Charcot-Marie-Tooth disease, recessive intermediate A"
GDAP1,"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive"
GDAP1,Charcot-Marie-Tooth disease type 2K
GDAP2,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 27"
GDF1,Bilateral right-sidedness sequence
GDF1,"Transposition of the great arteries, dextro-looped 3"
GDF2,"Telangiectasia, hereditary hemorrhagic, type 5"
GDF3,"Microphthalmia, isolated 7"
GDF3,"Microphthalmia, isolated, with coloboma 6"
GDF3,"Klippel-Feil syndrome 3, autosomal dominant"
GDF5,"Symphalangism, proximal, 1B"
GDF5,"Brachydactyly, type a1, c"
GDF5,Brachydactyly type C
GDF5,Brachydactyly type A2
GDF5,Osteoarthritis of hip
GDF5,Grebe syndrome
GDF5,Fibular hypoplasia and complex brachydactyly
GDF5,Multiple synostoses syndrome 2
GDF5,"Acromesomelic dysplasia, Hunter-Thompson type"
GDF6,Leber congenital amaurosis 17
GDF6,"Klippel-Feil syndrome 1, autosomal dominant"
GDF6,"Microphthalmia, isolated 4"
GDF6,"Microphthalmia, isolated, with coloboma 6"
GDF6,MULTIPLE SYNOSTOSES SYNDROME 4
GDF9,PREMATURE OVARIAN FAILURE 14
GDI1,X-Linked Mental Retardation 41
GDNF,Pheochromocytoma
GDNF,Congenital central hypoventilation
GDNF,Hirschsprung disease 3
GEMIN2,Spinal muscular atrophy
GEMIN4,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES"
GFAP,Alexander Disease
GFER,"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay"
GFI1,"Neutropenia, nonimmune chronic idiopathic, of adults"
GFI1,"Severe congenital neutropenia 2, autosomal dominant"
GFI1B,Platelet-type bleeding disorder 17
GFM1,Combined oxidative phosphorylation deficiency 1
GFM2,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 39
GFPT1,Congenital myasthenic syndrome 4C
GFPT1,Congenital myasthenic syndrome 12
GGCX,"Vitamin K-dependent clotting factors, combined deficiency of, 1"
GGCX,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
GGT1,gamma-Glutamyltransferase deficiency
GH1,Isolated growth hormone deficiency type 1B
GH1,Autosomal dominant isolated somatotropin deficiency
GH1,Ateleiotic dwarfism
GH1,Short stature due to growth hormone qualitative anomaly
GHR,Familial hypercholesterolemia 1
GHR,Laron-type isolated somatotropin defect
GHR,"Short stature, idiopathic, autosomal"
GHRHR,"Isolated growth hormone deficiency, type 4"
GHRL,Obesity
GHSR,Short stature due to growth hormone secretagogue receptor deficiency
GIGYF2,Parkinson disease 11
GINS1,Combined immunodeficiency due to GINS1 deficiency
GIPC1,OCULOPHARYNGODISTAL MYOPATHY 2
GIPC3,"Deafness, autosomal recessive 15"
GJA1,Erythrokeratodermia variabilis et progressiva 3
GJA1,Atrioventricular septal defect 3
GJA1,Hypoplastic left heart syndrome 1
GJA1,"Craniometaphyseal dysplasia, autosomal recessive"
GJA1,"Oculodentodigital dysplasia, autosomal recessive"
GJA1,Oculodentodigital dysplasia
GJA1,Alopecia congenita keratosis palmoplantaris
GJA1,Syndactyly type 3
GJA3,Zonular pulverulent cataract 3
GJA5,"Atrial fibrillation, familial, 11"
GJA5,1q21.1 recurrent microdeletion
GJA5,Atrial standstill 1
GJA8,1q21.1 recurrent microdeletion
GJA8,Cataract 1
GJB1,X-linked hereditary motor and sensory neuropathy
GJB2,Mutilating keratoderma
GJB2,Palmoplantar keratoderma-deafness syndrome
GJB2,"Deafness, autosomal recessive 1A"
GJB2,"Deafness, digenic, GJB2/GJB3"
GJB2,"Deafness, X-linked 2"
GJB2,"Keratitis-ichthyosis-deafness syndrome, autosomal dominant"
GJB2,Hystrix-like ichthyosis with deafness
GJB2,"Deafness, autosomal dominant 3a"
GJB2,"Knuckle pads, deafness AND leukonychia syndrome"
GJB3,"Deafness, autosomal dominant 2b"
GJB3,"Deafness, digenic, GJB2/GJB3"
GJB3,"Deafness, autosomal recessive 1A"
GJB3,Erythrokeratodermia variabilis et progressiva 1
GJB4,Erythrokeratodermia variabilis et progressiva 2
GJB6,"Deafness, autosomal recessive 1b"
GJB6,"Deafness, autosomal dominant 3b"
GJB6,"Deafness, autosomal recessive 1A"
GJB6,"Deafness, X-linked 2"
GJB6,Hidrotic ectodermal dysplasia syndrome
GJC2,"Leukodystrophy, hypomyelinating, 2"
GJC2,"Spastic paraplegia 44, autosomal recessive"
GJC2,Lymphatic malformation 3
GK,Deficiency of glycerol kinase
GLA,Fabry disease
GLB1,GM1 gangliosidosis type 3
GLB1,Infantile GM1 gangliosidosis
GLB1,"Mucopolysaccharidosis, MPS-IV-B"
GLB1,GM1 gangliosidosis type 2
GLCCI1,"Glucocorticoid therapy, response to"
GLDC,Non-ketotic hyperglycinemia
GLDN,Lethal congenital contracture syndrome 11
GLE1,Lethal arthrogryposis with anterior horn cell disease
GLE1,Lethal congenital contracture syndrome 1
GLI1,"Polydactyly, preaxial I"
GLI1,"POLYDACTYLY, POSTAXIAL, TYPE A8"
GLI2,Holoprosencephaly 9
GLI2,Culler-Jones syndrome
GLI3,Hamartoma of hypothalamus
GLI3,Postaxial polydactyly type A1
GLI3,Greig cephalopolysyndactyly syndrome
GLI3,Pallister-Hall syndrome
GLI3,Preaxial polydactyly 4
GLIS2,Nephronophthisis 7
GLIS3,"Diabetes mellitus, neonatal, with congenital hypothyroidism"
GLMN,Glomuvenous malformations
GLRA1,Hyperekplexia 1
GLRB,Hyperekplexia 2
GLRX5,"Sideroblastic anemia 3, pyridoxine-refractory"
GLRX5,"Spasticity, childhood-onset, with hyperglycinemia"
GLS,"GLOBAL DEVELOPMENTAL DELAY, PROGRESSIVE ATAXIA, AND ELEVATED GLUTAMINE"
GLS,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 71"
GLS,"INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT"
GLUD1,Hyperinsulinism-hyperammonemia syndrome
GLUD2,"Parkinson disease, late-onset"
GLUL,Congenital brain dysgenesis due to glutamine synthetase deficiency
GLYCTK,Deficiency of glycerate kinase
GM2A,"Tay-Sachs disease, variant AB"
GMNN,Meier-gorlin syndrome 6
GMPPA,"Alacrima, achalasia, and mental retardation syndrome"
GMPPB,"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 14"
GMPPB,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 14"
GMPPB,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 14"
GNA11,"Hypocalciuric hypercalcemia, familial, type II"
GNA11,"Hypocalcemia, autosomal dominant 2"
GNAI2,Familial ventricular tachycardia
GNAI3,Auriculocondylar syndrome 1
GNAL,Dystonia 25
GNAO1,Early infantile epileptic encephalopathy 17
GNAO1,Neurodevelopmental disorder with involuntary movements
GNAQ,Sturge-Weber syndrome
GNAQ,Capillary malformation
GNAS,"PITUITARY ADENOMA 3, MULTIPLE TYPES"
GNAS,Pseudopseudohypoparathyroidism
GNAS,Pseudohypoparathyroidism type 1C
GNAS,Cushing's syndrome
GNAS,McCune-Albright syndrome
GNAS,Pseudohypoparathyroidism type 1B
GNAS,Progressive osseous heteroplasia
GNAS,Pseudohypoparathyroidism
GNAS-AS1,Pseudohypoparathyroidism type 1B
GNAT1,"Congenital stationary night blindness, autosomal dominant 3"
GNAT1,"Night blindness, congenital stationary, type 1g"
GNAT2,Achromatopsia 4
GNB1,"Mental retardation, autosomal dominant 42"
GNB1,Acute lymphoid leukemia
GNB3,"Night blindness, congenital stationary, type 1h"
GNB3,Essential hypertension
GNB4,"Charcot-Marie-Tooth disease, dominant intermediate F"
GNB5,Language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia
GNB5,Intellectual developmental disorder with cardiac arrhythmia
GNE,Sialuria
GNE,GNE myopathy
GNMT,Glycine N-methyltransferase deficiency
GNPAT,Rhizomelic chondrodysplasia punctata type 2
GNPTAB,Mucolipidosis type II
GNPTAB,Pseudo-Hurler polydystrophy
GNPTG,Mucolipidosis type III gamma
GNRH1,Hypogonadotropic hypogonadism 12 with or without anosmia
GNRH1,Hypogonadotropic hypogonadism 7 with or without anosmia
GNRHR,Hypogonadotropic hypogonadism 7 with or without anosmia
GNS,"Mucopolysaccharidosis, MPS-III-D"
GORAB,Geroderma osteodysplastica
GOSR2,"Epilepsy, progressive myoclonic 6"
GOT1,"Aspartate aminotransferase, serum level of, quantitative trait locus 1"
GOT2,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 82"
GP1BA,Bernard Soulier syndrome
