#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
22995	CEP152		C3553886	Primary autosomal recessive microcephaly 9	NCBI curation		614852	Feb 16 2016
22995	CEP152		C3151187	Seckel syndrome 5	NCBI curation		613823	Feb 16 2016
22897	CEP164		C3541853	Nephronophthisis 15	NCBI curation		614845	Feb 16 2016
84984	CEP19		C3810324	Morbid obesity and spermatogenic failure	NCBI curation		615703	Feb 16 2016
11190	CEP250		C5193051	Cone-rod dystrophy and hearing loss 2	NCBI curation		618358	Dec 29 2019
80184	CEP290		C1857821	Leber congenital amaurosis 10	NCBI curation		611755	Feb 16 2016
80184	CEP290		C1970161	Meckel syndrome, type 4	MONDO	MONDO:0012626	611134	May  9 2020
80184	CEP290		C1857779	Senior-Loken syndrome 6	NCBI curation		610189	Feb 16 2016
80184	CEP290		C2673874	Bardet-Biedl syndrome 14	NCBI curation		615991	Feb 16 2016
80184	CEP290		C1857780	Joubert syndrome 5	NCBI curation		610188	Feb 16 2016
95681	CEP41		C0431399	Joubert syndrome	OMIM phenotypic series	PS213300		Mar 28 2017
95681	CEP41		C3280897	Joubert syndrome 15	NCBI curation		614464	Feb 16 2016
55165	CEP55		C1856053	Hydranencephaly with renal aplasia-dysplasia	NCBI curation		236500	Feb 16 2016
9702	CEP57		C3279843	Mosaic variegated aneuploidy syndrome 2	NCBI curation		614114	Feb 16 2016
80254	CEP63		C3553582	Seckel syndrome 6	NCBI curation		614728	Feb 16 2016
84131	CEP78		C5193018	Cone-rod dystrophy and hearing loss 1	NCBI curation		617236	Dec 29 2019
51134	CEP83		C3890591	Nephronophthisis 18	NCBI curation		615862	Feb 16 2016
387119	CEP85L		CN280891	LISSENCEPHALY 10	OMIM	618873	618873	May 10 2020
375298	CERKL		C1842127	Retinitis pigmentosa 26	NCBI curation		608380	Feb 16 2016
10715	CERS1		C4015619	Epilepsy, progressive myoclonic 8	NCBI curation		616230	Feb 16 2016
204219	CERS3		C3554349	Autosomal recessive congenital ichthyosis 9	NCBI curation		615023	Feb 16 2016
10087	CERT1		C4225156	Mental retardation, autosomal dominant 34	NCBI curation		616351	Feb 16 2016
1066	CES1		C4748035	DRUG METABOLISM, ALTERED, CES1-RELATED	OMIM	618057	618057	Jul 25 2018
1071	CETP		C3149462	Hyperalphalipoproteinemia 1	NCBI curation		143470	Apr 10 2018
144406	CFAP251		C4748395	SPERMATOGENIC FAILURE 33	OMIM	618152	618152	Oct 24 2018
56683	CFAP298		C3809684	Ciliary dyskinesia, primary, 26	NCBI curation		615500	Feb 16 2016
85016	CFAP300		C4748052	Ciliary dyskinesia, primary, 38	NCBI curation		618063	Aug 28 2018
755	CFAP410		C1865695	Axial spondylometaphyseal dysplasia	MONDO	MONDO:0011211	602271	Apr 22 2020
755	CFAP410		C4479651	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	OMIM	617547	617547	Jun 25 2017
80217	CFAP43		C4539818	SPERMATOGENIC FAILURE 19	OMIM	617592	617592	Jul 27 2017
80217	CFAP43		C0020258	Normal pressure hydrocephalus	Human Phenotype Ontology	HP:0002343	236690	Feb 16 2016
55779	CFAP44		C4539824	SPERMATOGENIC FAILURE 20	OMIM	617593	617593	Jul 27 2017
220136	CFAP53		C3553676	Heterotaxy, visceral, 6, autosomal	NCBI curation		614779	Feb 16 2016
255101	CFAP65		C5231451	SPERMATOGENIC FAILURE 40	OMIM	618664	618664	Nov 22 2019
79846	CFAP69		C4693751	SPERMATOGENIC FAILURE 24	OMIM	617959	617959	May  5 2018
118491	CFAP70		C5231455	SPERMATOGENIC FAILURE 41	OMIM	618670	618670	Nov 23 2019
629	CFB		C3809950	Complement factor B deficiency	NCBI curation		615561	Feb 16 2016
629	CFB		C3809653	Age-related macular degeneration 14	NCBI curation		615489	Feb 16 2016
629	CFB		C2752038	Atypical hemolytic-uremic syndrome 4	NCBI curation		612924	Feb 16 2016
55997	CFC1		C1415817	Heterotaxy, visceral, 2, autosomal	NCBI curation		605376	Feb 16 2016
1675	CFD		C0398764	Complement factor d deficiency	NCBI curation		613912	Feb 16 2016
3075	CFH		C0398777	Factor H deficiency			609814	Feb 16 2016
3075	CFH		C0730295	Basal laminar drusen			126700	Feb 16 2016
3075	CFH		C2749604	Atypical hemolytic-uremic syndrome 1	NCBI curation		235400	Feb 16 2016
3075	CFH		C1853147	Age-related macular degeneration 4	NCBI curation		610698	Feb 16 2016
3078	CFHR1		C2749604	Atypical hemolytic-uremic syndrome 1	NCBI curation		235400	Feb 16 2016
3078	CFHR1		C1864205	Age-related macular degeneration 1	NCBI curation		603075	May 25 2016
10878	CFHR3		C1864205	Age-related macular degeneration 1	NCBI curation		603075	May 25 2016
10878	CFHR3		C2749604	Atypical hemolytic-uremic syndrome 1	NCBI curation		235400	Feb 16 2016
10877	CFHR4		C2931788	Atypical hemolytic uremic syndrome	NCBI curation			Feb 16 2016
81494	CFHR5		CN120381	CFHR5-Related Dense Deposit Disease / Membranoproliferative Glomerulonephritis Type II	NCBI curation			Feb 16 2016
81494	CFHR5		C3553720	CFHR5 deficiency	NCBI curation		614809	Feb 16 2016
3426	CFI		C3463916	Afibrinogenemia			610984	Feb 16 2016
3426	CFI		C3809523	Age-related macular degeneration 13	NCBI curation		615439	Feb 16 2016
3426	CFI		C2752039	Atypical hemolytic-uremic syndrome 3	NCBI curation		612923	Feb 16 2016
1073	CFL2		C1853154	Nemaline myopathy 7	NCBI curation		610687	Feb 16 2016
5199	CFP		C1839454	Properdin deficiency, X-linked	NCBI curation		312060	Feb 16 2016
1080	CFTR		C0238339	Hereditary pancreatitis	NCBI curation		167800	Feb 16 2016
1080	CFTR		C2749757	Bronchiectasis with or without elevated sweat chloride 1	NCBI curation		211400	Nov 20 2016
1080	CFTR		C0010674	Cystic fibrosis	NCBI curation		219700	Jul  6 2018
1080	CFTR		CN185459	Ivacaftor response	NCBI curation			Jul  6 2018
1080	CFTR		C0403814	Congenital bilateral aplasia of vas deferens from CFTR mutation	NCBI curation		277180	Feb  8 2020
283489	CHAMP1		C4225275	Mental retardation, autosomal dominant 40	NCBI curation		616579	Feb 16 2016
1103	CHAT		C0393929	Familial infantile myasthenia			254210	Feb 16 2016
400916	CHCHD10		C4015513	Myopathy, isolated mitochondrial, autosomal dominant	NCBI curation		616209	Feb 16 2016
400916	CHCHD10		C4014648	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	NCBI curation		615911	Feb 16 2016
400916	CHCHD10		C3554398	Spinal muscular atrophy, jokela type	NCBI curation		615048	Feb 16 2016
51142	CHCHD2		C4225238	Parkinson disease 22, autosomal dominant	NCBI curation		616710	Feb 16 2016
1105	CHD1		C4540131	PILAROWSKI-BJORNSSON SYNDROME	OMIM	617682	617682	Sep 23 2017
1106	CHD2		C3809278	Epileptic encephalopathy, childhood-onset	NCBI curation		615369	Feb 16 2016
1107	CHD3		C4748701	SNIJDERS BLOK-CAMPEAU SYNDROME	OMIM	618205	618205	Dec  2 2018
1108	CHD4		C4310688	Sifrim-Hitz-Weiss syndrome	NCBI curation		617159	Jun 20 2017
55636	CHD7		C0265354	CHARGE association	NCBI curation		214800	Feb 16 2016
55636	CHD7		C3552553	Hypogonadotropic hypogonadism 5 with or without anosmia	MONDO	MONDO:0012880	612370	Apr 22 2020
57680	CHD8		C3554373	Autism, susceptibility to, 18	NCBI curation		615032	Feb 16 2016
11200	CHEK2		C0029463	Osteosarcoma	Human Phenotype Ontology	HP:0002669	259500	Feb 16 2016
11200	CHEK2		C1836482	Li-Fraumeni syndrome 2	NCBI curation		609265	Feb 16 2016
11200	CHEK2		C0376358	Malignant tumor of prostate	NCBI curation		176807	Feb 16 2016
11200	CHEK2		C0006142	Familial cancer of breast	NCBI curation		114480	Feb 16 2016
1116	CHI3L1		C0036341	Schizophrenia	Human Phenotype Ontology	HP:0100753	181500	Feb 16 2016
1116	CHI3L1		C2677770	Asthma-related traits, susceptibility to, 7	NCBI curation		611960	Aug 24 2016
26511	CHIC2		C0023467	Acute myeloid leukemia	Human Phenotype Ontology	HP:0004808	601626	Feb 16 2016
26511	CHIC2		C0023467	Acute myeloid leukemia	Orphanet	ORPHA519	601626	Feb 16 2016
1118	CHIT1		C3279902	Chitotriosidase deficiency	NCBI curation		614122	Feb 16 2016
1120	CHKB		C1865233	Megaconial type congenital muscular dystrophy	MONDO	MONDO:0011246	602541	Apr 22 2020
1121	CHM		C0008525	Choroideremia	Human Phenotype Ontology	HP:0001139	303100	Feb 16 2016
5119	CHMP1A		C3554209	Pontocerebellar hypoplasia type 8	NCBI curation		614961	Feb 16 2016
25978	CHMP2B		C1833296	Frontotemporal Dementia, Chromosome 3-Linked	GeneReviews	NBK1199	600795	Feb 16 2016
25978	CHMP2B		C1836076	Amyotrophic lateral sclerosis 17	NCBI curation		614696	Feb 16 2016
128866	CHMP4B		C1854311	Cataract 31 multiple types	MONDO	MONDO:0011547	605387	Apr 22 2020
1123	CHN1		C0751083	Duane retraction syndrome 2	MONDO	MONDO:0011444	604356	Apr 17 2020
11261	CHP1		C5193100	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE	OMIM	618438	618438	May 24 2019
91851	CHRDL1		C0344530	Megalocornea	Human Phenotype Ontology	HP:0000485	249300	Feb 16 2016
91851	CHRDL1		C0344530	Megalocornea	Human Phenotype Ontology	HP:0000485	309300	Feb 16 2016
1131	CHRM3		C0033770	Prune belly syndrome			100100	Feb 16 2016
1134	CHRNA1		C1854678	Lethal multiple pterygium syndrome			253290	Feb 16 2016
1134	CHRNA1		C4225405	Congenital myasthenic syndrome 1B, fast-channel	NCBI curation		608930	Apr 13 2016
1134	CHRNA1		CN119608	CHRNA1-Related Congenital Myasthenic Syndrome	NCBI curation			Feb 16 2016
1134	CHRNA1		C4084823	Myasthenic syndrome, slow-channel congenital	NCBI curation		601462	Feb 16 2016
1135	CHRNA2		C1835905	Epilepsy, nocturnal frontal lobe, type 4	NCBI curation		610353	Feb 16 2016
1136	CHRNA3		C5231389	Acontractile detrusor	NCBI curation		191800	Feb 16 2016
1136	CHRNA3		C3150168	Smoking as a quantitative trait locus 3	NCBI curation		612052	Feb 16 2016
1137	CHRNA4		C1861063	Tobacco addiction, susceptibility to	NCBI curation		188890	Feb 16 2016
1137	CHRNA4		C1838049	Epilepsy, nocturnal frontal lobe, type 1	NCBI curation		600513	Feb 16 2016
1138	CHRNA5		C3150168	Smoking as a quantitative trait locus 3	NCBI curation		612052	Feb 16 2016
1139	CHRNA7		C2677613	Chromosome 15q13.3 microdeletion syndrome	MONDO	MONDO:0012774	612001	Apr 22 2020
1140	CHRNB1		C4225373	Myasthenic syndrome, congenital, 2c, associated with acetylcholine receptor deficiency	NCBI curation		616314	Feb 16 2016
1140	CHRNB1		C4225374	Myasthenic syndrome, congenital, 2a, slow-channel	NCBI curation		616313	Feb 16 2016
1141	CHRNB2		C1854335	Epilepsy, nocturnal frontal lobe, type 3	NCBI curation		605375	Feb 16 2016
1144	CHRND		C1854678	Lethal multiple pterygium syndrome			253290	Feb 16 2016
1144	CHRND		C4225372	Myasthenic syndrome, congenital, 3a, slow-channel	NCBI curation		616321	Feb 16 2016
1144	CHRND		C4225370	Myasthenic syndrome, congenital, 3c, associated with acetylcholine receptor deficiency	NCBI curation		616323	Feb 16 2016
1144	CHRND		C4225371	Myasthenic syndrome, congenital, 3b, fast-channel	NCBI curation		616322	Feb 16 2016
1145	CHRNE		C4225369	Myasthenic syndrome, congenital, 4b, fast-channel	NCBI curation		616324	Feb 16 2016
1145	CHRNE		C4225413	Myasthenic syndrome, congenital, 4a, slow-channel	NCBI curation		605809	Aug 24 2016
1145	CHRNE		C1837091	Congenital myasthenic syndrome 4C	MONDO	MONDO:0012157	608931	Apr 17 2020
1146	CHRNG		C0265261	Autosomal recessive multiple pterygium syndrome	MONDO	MONDO:0009926	265000	Apr 17 2020
1146	CHRNG		C1854678	Lethal multiple pterygium syndrome			253290	Feb 16 2016
50515	CHST11		C4748496	OSTEOCHONDRODYSPLASIA, BRACHYDACTYLY, AND OVERLAPPING MALFORMED DIGITS	OMIM	618167	618167	Nov  1 2018
113189	CHST14		C1866294	Ehlers-Danlos syndrome, musculocontractural type	NCBI curation		601776	Feb 16 2016
9469	CHST3		C3278404	Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects	NCBI curation		245600	Feb 16 2016
9469	CHST3		C1837657	Spondyloepiphyseal dysplasia with congenital joint dislocations	NCBI curation		143095	Feb 16 2016
4166	CHST6		C1636149	Macular corneal dystrophy	MONDO	MONDO:0009020	217800	Jul  4 2020
64377	CHST8		C4015729	Peeling skin syndrome 3	NCBI curation		616265	Feb 16 2016
22856	CHSY1		C1854466	Temtamy preaxial brachydactyly syndrome	NCBI curation		605282	Aug 16 2020
1147	CHUK		C3150891	Cocoon syndrome	NCBI curation		613630	Feb 16 2016
10519	CIB1		C4748876	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3	OMIM	618267	618267	Feb  3 2019
10518	CIB2		C1836199	Deafness, autosomal recessive 48	NCBI curation		609439	Feb 16 2016
10518	CIB2		C3553944	Usher syndrome, type 1J	NCBI curation		614869	Feb 16 2016
137392	CIBAR1		C4748721	POLYDACTYLY, POSTAXIAL, TYPE A9	OMIM	618219	618219	Dec  8 2018
23152	CIC		C4539848	Intellectual disability, autosomal dominant 45	MONDO	MONDO:0030910	617600	Apr 17 2020
63924	CIDEC		C3808940	Familial partial lipodystrophy 5	NCBI curation		615238	Feb 16 2016
4261	CIITA		C0003873	Rheumatoid arthritis	Human Phenotype Ontology	HP:0001370	180300	Jul 22 2019
4261	CIITA		C2931418	Bare lymphocyte syndrome 2	NCBI curation		209920	Dec 25 2017
22858	CILK1		C2675227	Endocrine-cerebroosteodysplasia	NCBI curation		612651	Feb 16 2016
22858	CILK1		C4693613	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10	OMIM	617924	617924	Apr  6 2018
8483	CILP		C0158252	Intervertebral disc disorder			603932	Feb 16 2016
493856	CISD2		C1858028	Wolfram syndrome 2	NCBI curation		604928	Feb 16 2016
1154	CISH		C1834752	Mycobacterium tuberculosis, susceptibility to	NCBI curation		607948	Feb 16 2016
1154	CISH		C1970028	Susceptibility to malaria	NCBI curation		611162	Feb 16 2016
1154	CISH		C3280647	Bacteremia, susceptibility to, 2	NCBI curation		614383	Feb 16 2016
11113	CIT		C4310723	Microcephaly 17, primary, autosomal recessive	NCBI curation		617090	Jun 20 2017
10370	CITED2		C3280790	Atrial septal defect 8	NCBI curation		614433	Feb 16 2016
10370	CITED2		C3280783	Ventricular septal defect 2	NCBI curation		614431	Feb 16 2016
150468	CKAP2L		C0795940	Filippi syndrome	NCBI curation		272440	Feb 16 2016
23155	CLCC1		C1835927	Retinitis pigmentosa 32	MONDO	MONDO:0012363	609913	Jul 16 2020
23529	CLCF1		C1853198	Cold-induced sweating syndrome 2	NCBI curation		610313	Feb 16 2016
1180	CLCN1		C0751360	Congenital myotonia, autosomal recessive form			255700	Feb 16 2016
1180	CLCN1		C2936781	Congenital myotonia, autosomal dominant form	NCBI curation		160800	Feb 16 2016
1181	CLCN2		C2750893	Epilepsy with grand mal seizures on awakening			607628	Feb 16 2016
1181	CLCN2		C4554120	Leukoencephalopathy with ataxia	NCBI curation		615651	Feb 16 2016
1181	CLCN2		C1854107	Hyperaldosteronism, familial, type II	NCBI curation		605635	Aug 24 2016
1183	CLCN4		C0796221	Mental retardation 49, X-linked	NCBI curation		300114	Feb 16 2016
1184	CLCN5		C0403720	X-linked recessive nephrolithiasis with renal failure			310468	Feb 16 2016
1184	CLCN5		C1848336	Dent disease type 1	MONDO	MONDO:0010225	300009	May 28 2020
1184	CLCN5		C1839874	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	NCBI curation		308990	Feb 16 2016
1184	CLCN5		C1845168	Hypophosphatemic rickets, X-linked recessive	NCBI curation		300554	Feb 16 2016
1186	CLCN7		C5203300	HYPOPIGMENTATION, ORGANOMEGALY, AND DELAYED MYELINATION AND DEVELOPMENT	OMIM	618541	618541	Aug 17 2019
1186	CLCN7		C1969106	Autosomal recessive osteopetrosis 4	MONDO	MONDO:0012676	611490	Apr 22 2020
1186	CLCN7		C3179239	Autosomal dominant osteopetrosis 2	MONDO	MONDO:0008156	166600	Apr 22 2020
1187	CLCNKA		C4310805	Bartter syndrome, type 4b	NCBI curation		613090	Feb 16 2016
1188	CLCNKB		C4310805	Bartter syndrome, type 4b	NCBI curation		613090	Feb 16 2016
1188	CLCNKB		C1846343	Bartter syndrome type 3	NCBI curation		607364	Feb 16 2016
9076	CLDN1		C1843355	Neonatal ichthyosis-sclerosing cholangitis syndrome	MONDO	MONDO:0011874	607626	Apr 17 2020
9071	CLDN10		C4522164	HELIX SYNDROME	OMIM	617671	617671	Sep 17 2017
23562	CLDN14		C3279660	Deafness, autosomal recessive 29	NCBI curation		614035	Feb 16 2016
10686	CLDN16		C0268448	Primary hypomagnesemia			248250	Feb 16 2016
149461	CLDN19		C4721891	Hypomagnesemia 5, renal, with ocular involvement	NCBI curation		248190	Feb 16 2016
51267	CLEC1A		C3279774	Aspergillosis, susceptibility to	NCBI curation		614079	Feb 16 2016
64581	CLEC7A		C3279774	Aspergillosis, susceptibility to	NCBI curation		614079	Feb 16 2016
64581	CLEC7A		C0341024	Familial chronic mucocutaneous candidiasis	NCBI curation		613108	Feb 16 2016
1193	CLIC2		C2749007	Chromosome Xq28 duplication syndrome	NCBI curation		300815	Feb 16 2016
1193	CLIC2		C3550913	Mental retardation, X-linked, syndromic 32	NCBI curation		300886	Feb 16 2016
53405	CLIC5		C4015050	Deafness, autosomal recessive 103	NCBI curation		616042	Feb 16 2016
79827	CLMP		C0021847	Intestinal pseudo-obstruction	Human Phenotype Ontology	HP:0004389	615237	Apr  4 2018
1201	CLN3		C0751383	Juvenile neuronal ceroid lipofuscinosis			204200	Feb 16 2016
1203	CLN5		C1850442	Neuronal ceroid lipofuscinosis 5	MONDO	MONDO:0009745	256731	Apr 22 2020
54982	CLN6		C1866282	Neuronal ceroid lipofuscinosis 6	MONDO	MONDO:0011144	601780	Apr 22 2020
54982	CLN6		C0022797	Adult neuronal ceroid lipofuscinosis			204300	Feb 16 2016
2055	CLN8		C1838570	Neuronal ceroid lipofuscinosis 8	MONDO	MONDO:0010830	600143	Apr 22 2020
2055	CLN8		C1864923	Ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant	NCBI curation		610003	Feb 16 2016
10978	CLP1		C4014347	Pontocerebellar hypoplasia, type 10	NCBI curation		615803	Feb 16 2016
81570	CLPB		C4225393	3-methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia	NCBI curation		616271	Feb 16 2016
8192	CLPP		C3808414	Perrault syndrome 3	NCBI curation		614129	Aug 24 2016
10845	CLPX		C4693947	Protoporphyria, erythropoietic, 2	NCBI curation		618015	Jan 19 2020
7401	CLRN1		C1568248	Usher syndrome, type 3A	NCBI curation		276902	Apr 18 2016
7401	CLRN1		C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	Feb 16 2016
7401	CLRN1		C3280041	Retinitis pigmentosa 61	NCBI curation		614180	Feb 16 2016
1213	CLTC		C4693389	Intellectual disability, autosomal dominant 56	MONDO	MONDO:0030922	617854	Apr 17 2020
7555	CNBP		C2931689	Myotonic dystrophy type 2			602668	Feb 16 2016
1259	CNGA1		C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	Feb 16 2016
1259	CNGA1		C3151059	Retinitis pigmentosa 49	NCBI curation		613756	Feb 16 2016
1261	CNGA3		C1857618	Achromatopsia 2	MONDO	MONDO:0009003	216900	Feb 16 2016
1258	CNGB1		C3151066	Retinitis pigmentosa 45	NCBI curation		613767	Feb 16 2016
54714	CNGB3		C1849792	Achromatopsia 3	NCBI curation		262300	May  3 2020
22866	CNKSR2		C4538788	Intellectual disability, X-linked, syndromic, Houge type	MONDO	MONDO:0030909	301008	Apr 17 2020
54805	CNNM2		C3151295	Hypomagnesemia 6, renal	NCBI curation		613882	Feb 16 2016
54805	CNNM2		C4225333	Hypomagnesemia, seizures, and mental retardation 1	NCBI curation		616418	Dec 29 2019
26504	CNNM4		C3495589	Jalili syndrome	MONDO	MONDO:0009007	217080	Apr 17 2020
23019	CNOT1		C5193131	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS	OMIM	618500	618500	Jul 24 2019
4848	CNOT2		C5231426	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES	OMIM	618608	618608	Oct  6 2019
4849	CNOT3		C5231456	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES	OMIM	618672	618672	Nov 29 2019
10695	CNPY3		C4693663	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60	OMIM	617929	617929	Apr  7 2018
1272	CNTN1		C2675527	Myopathy, congenital, compton-north	NCBI curation		612540	Feb 16 2016
6900	CNTN2		C3809374	Epilepsy, familial adult myoclonic, 5	NCBI curation		615400	Feb 16 2016
8506	CNTNAP1		C4748608	Congenital hypomyelinating neuropathy 3	NCBI curation		618186	Dec  1 2018
8506	CNTNAP1		C4225386	Lethal congenital contracture syndrome 7	NCBI curation		616286	Feb 16 2016
8506	CNTNAP1		C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		Feb 16 2016
26047	CNTNAP2		C2677504	Autism 15	NCBI curation		612100	Feb 16 2016
26047	CNTNAP2		C2750246	Pitt-Hopkins-like syndrome 1	NCBI curation		610042	Jul  3 2018
28958	COA3		C0268237	Mitochondrial complex IV deficiency	NCBI curation		220110	Apr  4 2020
493753	COA5		C4225154	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3	NCBI curation		616500	Feb 16 2016
388753	COA6		C4225304	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4	NCBI curation		616501	Feb 16 2016
65260	COA7		C5193070	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3	NCBI curation		618387	Jan  3 2020
84334	COA8		C0268237	Mitochondrial complex IV deficiency	NCBI curation		220110	Apr  4 2020
80347	COASY		C3810230	Neurodegeneration with brain iron accumulation 6	NCBI curation		615643	Feb 16 2016
80347	COASY		C4748873	PONTOCEREBELLAR HYPOPLASIA, TYPE 12	OMIM	618266	618266	Jan 11 2019
